date,firstname,lastname,flyinghours,numberofpassengers,ticketsold,seatsvacant,delaystatus,flightsource,flightdestination
2001-10-18,mary,fernandez,7,57,47,10,delayed,trv,cok
2001-10-19,albert,wu,5,83,42,41,on-time,hyd,goi
2001-10-20,gary,blair,7,248,60,188,delayed,cok,maa
2001-10-21,leah,gross,5,60,44,16,on-time,goi,bom
2001-10-22,heidi,rhodes,4,96,66,30,delayed,goi,maa
2001-10-23,christopher,ferrell,6,169,158,11,delayed,del,ccu
2001-10-24,jennifer,collins,9,115,115,0,on-time,ccu,blr
2001-10-25,brandon,rivera,5,274,131,143,delayed,blr,bom
2001-10-26,bradley,carter,7,199,39,160,on-time,trv,amd
2001-10-27,susan,duncan,8,140,138,2,on-time,hyd,cok
2001-10-28,megan,garcia,9,170,35,135,on-time,cok,maa
2001-10-29,marcus,ellis,4,161,60,101,delayed,trv,maa
2001-10-30,angela,baldwin,9,241,66,175,delayed,maa,del
2001-10-31,daniel,williams,9,79,56,23,on-time,blr,cok
2001-11-01,samantha,hernandez,4,51,45,6,delayed,ccu,hyd
2001-11-02,karl,henderson,6,61,46,15,delayed,hyd,ccu
2001-11-03,joseph,lee,9,241,207,34,delayed,trv,goi
2001-11-04,tammy,rodriguez,5,197,65,132,on-time,goi,hyd
2001-11-05,james,webb,8,66,44,22,delayed,del,maa
2001-11-06,paula,white,4,239,138,101,delayed,del,amd
2001-11-07,sean,roberts,5,61,39,22,delayed,maa,bom
2001-11-08,ashley,smith,7,171,123,48,on-time,hyd,cok
2001-11-09,jacob,erickson,9,253,92,161,delayed,trv,maa
2001-11-10,jessica,taylor,5,129,100,29,delayed,bom,del
2001-11-11,gregg,beck,6,54,33,21,on-time,cok,amd
2001-11-12,joseph,flores,6,246,69,177,on-time,goi,amd
2001-11-13,courtney,phelps,4,131,90,41,delayed,goi,maa
2001-11-14,william,benton,6,240,225,15,delayed,blr,trv
2001-11-15,jenna,williams,4,281,144,137,on-time,maa,bom
2001-11-16,michelle,dudley,5,109,105,4,on-time,trv,cok
2001-11-17,benjamin,lloyd,8,75,51,24,on-time,hyd,blr
2001-11-18,ryan,mcknight,7,268,193,75,delayed,trv,cok
2001-11-19,daniel,wright,5,108,79,29,delayed,blr,maa
2001-11-20,charles,greer,6,161,124,37,on-time,amd,goi
2001-11-21,kathleen,robinson,7,86,32,54,on-time,bom,goi
2001-11-22,dennis,fields,4,56,44,12,delayed,del,trv
2001-11-23,john,boyd,7,81,53,28,on-time,hyd,goi
2001-11-24,vanessa,baxter,8,214,88,126,on-time,del,hyd
2001-11-25,melissa,hampton,4,174,111,63,on-time,ccu,trv
2001-11-26,john,boyd,4,248,77,171,on-time,hyd,bom
2001-11-27,charles,smith,6,178,113,65,on-time,blr,cok
2001-11-28,jessica,nichols,4,91,66,25,delayed,maa,hyd
2001-11-29,david,jimenez,7,225,165,60,on-time,blr,goi
2001-11-30,david,flores,5,192,162,30,on-time,del,goi
2001-12-01,james,cooper,7,159,94,65,delayed,del,goi
2001-12-02,steven,wheeler,9,278,126,152,delayed,blr,goi
2001-12-03,edwin,bennett,4,270,243,27,delayed,maa,ccu
2001-12-04,angela,shepherd,9,190,132,58,on-time,amd,blr
2001-12-05,tina,cantrell,6,204,62,142,delayed,goi,amd
2001-12-06,carl,reyes,9,179,151,28,delayed,amd,del
2001-12-07,martin,petersen,6,182,163,19,on-time,trv,ccu
2001-12-08,stefanie,garcia,5,64,51,13,on-time,ccu,maa
2001-12-09,brian,chen,4,138,130,8,delayed,goi,blr
2001-12-10,brittany,hickman,7,101,83,18,delayed,maa,goi
2001-12-11,jesse,meyer,7,293,161,132,delayed,maa,ccu
2001-12-12,beth,sparks,9,217,112,105,on-time,cok,del
2001-12-13,william,richardson,9,171,158,13,on-time,cok,maa
2001-12-14,andrew,lowe,6,115,50,65,on-time,bom,del
2001-12-15,jeffrey,davidson,5,262,230,32,on-time,blr,ccu
2001-12-16,karen,thompson,7,103,81,22,delayed,cok,ccu
2001-12-17,cheryl,anderson,5,65,41,24,delayed,blr,goi
2001-12-18,jennifer,ramos,4,77,34,43,on-time,maa,goi
2001-12-19,renee,park,7,205,60,145,on-time,bom,cok
2001-12-20,jerry,lee,5,64,48,16,delayed,trv,goi
2001-12-21,michael,wade,6,79,48,31,on-time,goi,amd
2001-12-22,deborah,obrien,8,191,89,102,delayed,maa,blr
2001-12-23,dennis,moreno,4,263,138,125,delayed,ccu,blr
2001-12-24,amy,norris,5,57,35,22,on-time,trv,goi
2001-12-25,susan,chavez,4,74,47,27,delayed,amd,hyd
2001-12-26,jared,davis,7,262,49,213,delayed,amd,trv
2001-12-27,cody,lang,4,272,48,224,on-time,cok,del
2001-12-28,shannon,orr,5,256,50,206,on-time,ccu,goi
2001-12-29,brenda,hawkins,4,277,117,160,delayed,del,maa
2001-12-30,sierra,hardin,8,100,56,44,delayed,amd,goi
2001-12-31,michelle,ward,5,114,65,49,on-time,trv,ccu
2002-01-01,wanda,nguyen,4,270,236,34,on-time,blr,maa
2002-01-02,ryan,byrd,7,160,91,69,delayed,goi,ccu
2002-01-03,lawrence,blackburn,8,58,53,5,on-time,maa,hyd
2002-01-04,melissa,ingram,4,90,86,4,on-time,trv,goi
2002-01-05,melissa,white,6,77,74,3,delayed,trv,ccu
2002-01-06,patrick,mejia,5,168,70,98,on-time,blr,trv
2002-01-07,lindsay,hendrix,4,90,87,3,delayed,amd,ccu
2002-01-08,michael,hendricks,6,216,42,174,on-time,trv,amd
2002-01-09,victoria,ray,4,82,57,25,on-time,cok,amd
2002-01-10,nathan,mccarty,9,134,51,83,on-time,blr,trv
2002-01-11,robert,patel,9,127,75,52,delayed,trv,cok
2002-01-12,becky,morgan,6,209,190,19,on-time,del,goi
2002-01-13,teresa,anderson,9,50,46,4,on-time,hyd,del
2002-01-14,marissa,powell,7,241,156,85,on-time,amd,del
2002-01-15,cindy,mcintosh,5,61,30,31,delayed,trv,blr
2002-01-16,sean,moore,8,61,40,21,delayed,bom,amd
2002-01-17,tony,shelton,6,275,238,37,delayed,trv,del
2002-01-18,john,zimmerman,6,116,99,17,delayed,trv,ccu
2002-01-19,monica,cruz,5,280,70,210,on-time,ccu,hyd
2002-01-20,tanya,fitzpatrick,5,94,30,64,delayed,ccu,amd
2002-01-21,cody,rose,4,60,34,26,on-time,maa,amd
2002-01-22,melissa,johnson,4,79,69,10,delayed,maa,hyd
2002-01-23,joan,powell,6,253,213,40,delayed,ccu,cok
2002-01-24,cody,zuniga,8,179,171,8,on-time,ccu,hyd
2002-01-25,thomas,forbes,5,99,50,49,on-time,ccu,cok
2002-01-26,rachel,reed,5,201,139,62,delayed,del,trv
2002-01-27,jessica,chavez,4,138,102,36,delayed,bom,ccu
2002-01-28,kristin,moore,6,242,99,143,delayed,blr,del
2002-01-29,alan,hartman,7,249,115,134,on-time,maa,blr
2002-01-30,jennifer,cox,4,80,39,41,delayed,cok,amd
2002-01-31,erika,quinn,5,69,60,9,on-time,hyd,amd
2002-02-01,sergio,nunez,6,90,34,56,delayed,amd,blr
2002-02-02,angela,rios,8,248,98,150,delayed,trv,ccu
2002-02-03,joseph,perez,7,137,109,28,delayed,trv,blr
2002-02-04,jacob,mendez,5,151,87,64,delayed,ccu,bom
2002-02-05,darrell,herrera,7,145,59,86,on-time,blr,cok
2002-02-06,kayla,thomas,6,171,111,60,delayed,goi,amd
2002-02-07,christian,parks,6,148,43,105,delayed,del,cok
2002-02-08,brianna,bates,4,164,88,76,delayed,del,ccu
2002-02-09,deborah,ho,9,239,166,73,on-time,maa,blr
2002-02-10,craig,sampson,6,65,42,23,delayed,bom,blr
2002-02-11,william,reese,6,226,88,138,on-time,maa,del
2002-02-12,jonathon,meyers,6,74,47,27,delayed,blr,bom
2002-02-13,jared,bridges,8,213,56,157,on-time,ccu,del
2002-02-14,justin,lyons,8,267,143,124,on-time,trv,cok
2002-02-15,randy,blackburn,9,85,46,39,on-time,trv,blr
2002-02-16,katherine,pittman,6,227,219,8,on-time,blr,ccu
2002-02-17,derek,parks,4,178,169,9,delayed,hyd,amd
2002-02-18,phillip,stewart,9,288,86,202,delayed,del,maa
2002-02-19,johnathan,ware,8,173,156,17,delayed,amd,goi
2002-02-20,christopher,walker,9,147,136,11,delayed,ccu,hyd
2002-02-21,cheryl,durham,5,200,180,20,on-time,maa,bom
2002-02-22,david,bennett,6,273,188,85,delayed,blr,amd
2002-02-23,matthew,heath,7,233,168,65,on-time,amd,hyd
2002-02-24,kevin,green,4,276,163,113,on-time,goi,maa
2002-02-25,maria,smith,9,184,165,19,delayed,goi,blr
2002-02-26,kelsey,fowler,6,229,141,88,on-time,blr,cok
2002-02-27,alicia,gaines,5,54,53,1,on-time,amd,goi
2002-02-28,cathy,park,5,218,179,39,delayed,maa,hyd
2002-03-01,daniel,stephens,5,270,229,41,on-time,maa,bom
2002-03-02,jennifer,robinson,8,150,51,99,delayed,blr,ccu
2002-03-03,jenna,adams,6,52,33,19,delayed,maa,cok
2002-03-04,cynthia,baker,5,243,106,137,on-time,blr,trv
2002-03-05,elizabeth,garza,7,98,62,36,delayed,del,blr
2002-03-06,michael,edwards,5,252,71,181,delayed,hyd,bom
2002-03-07,jeffrey,grimes,6,195,176,19,delayed,trv,del
2002-03-08,robert,clay,4,205,197,8,on-time,amd,blr
2002-03-09,jennifer,watkins,9,163,40,123,delayed,amd,cok
2002-03-10,greg,martin,4,117,73,44,delayed,trv,maa
2002-03-11,james,taylor,7,99,53,46,delayed,cok,hyd
2002-03-12,cheryl,fleming,9,60,30,30,delayed,trv,bom
2002-03-13,lisa,hendrix,4,238,224,14,delayed,trv,ccu
2002-03-14,elizabeth,mckay,5,144,127,17,delayed,goi,blr
2002-03-15,tyler,burton,5,91,49,42,on-time,bom,blr
2002-03-16,lisa,robles,8,106,78,28,delayed,del,cok
2002-03-17,allen,snyder,4,288,103,185,on-time,cok,del
2002-03-18,gabriel,robinson,6,152,65,87,on-time,bom,cok
2002-03-19,justin,ramirez,4,171,141,30,delayed,amd,hyd
2002-03-20,aaron,smith,5,231,164,67,on-time,del,bom
2002-03-21,michael,norris,8,133,59,74,on-time,blr,hyd
2002-03-22,jon,ramirez,6,158,53,105,on-time,amd,blr
2002-03-23,stephanie,peterson,5,222,58,164,delayed,ccu,cok
2002-03-24,jason,lee,4,53,50,3,on-time,hyd,bom
2002-03-25,wayne,diaz,7,126,47,79,delayed,bom,cok
2002-03-26,paul,nash,6,120,66,54,delayed,ccu,goi
2002-03-27,kathy,collins,5,168,150,18,on-time,goi,maa
2002-03-28,robert,barnes,7,293,245,48,delayed,amd,ccu
2002-03-29,david,ferguson,6,204,104,100,delayed,trv,del
2002-03-30,mitchell,alexander,6,275,139,136,delayed,cok,maa
2002-03-31,alexandra,williams,6,75,62,13,on-time,del,blr
2002-04-01,anne,butler,7,208,187,21,delayed,blr,maa
2002-04-02,maurice,vang,9,96,35,61,delayed,hyd,trv
2002-04-03,anna,flores,5,163,108,55,on-time,hyd,bom
2002-04-04,gabriela,smith,7,93,58,35,on-time,maa,cok
2002-04-05,victor,walker,6,253,80,173,on-time,trv,hyd
2002-04-06,marcus,pearson,7,195,32,163,delayed,maa,hyd
2002-04-07,mercedes,lawson,8,144,125,19,delayed,amd,blr
2002-04-08,michael,rubio,7,193,175,18,delayed,hyd,goi
2002-04-09,michelle,rasmussen,5,100,96,4,on-time,hyd,bom
2002-04-10,james,simpson,9,53,30,23,on-time,ccu,trv
2002-04-11,jacqueline,allen,6,210,110,100,on-time,hyd,blr
2002-04-12,deborah,russo,4,150,122,28,on-time,ccu,amd
2002-04-13,donald,lewis,8,204,34,170,delayed,trv,ccu
2002-04-14,christy,zavala,7,186,49,137,on-time,amd,del
2002-04-15,linda,collins,6,175,135,40,delayed,hyd,ccu
2002-04-16,vanessa,stafford,7,179,163,16,on-time,hyd,ccu
2002-04-17,donald,harvey,7,63,55,8,on-time,bom,trv
2002-04-18,heather,alexander,7,265,196,69,on-time,amd,hyd
2002-04-19,david,ramos,7,267,149,118,delayed,amd,ccu
2002-04-20,brandon,taylor,7,191,47,144,on-time,hyd,bom
2002-04-21,ronald,leblanc,8,145,134,11,delayed,del,ccu
2002-04-22,tamara,owens,7,171,72,99,delayed,del,trv
2002-04-23,shirley,hill,6,135,35,100,on-time,goi,amd
2002-04-24,robert,drake,4,124,60,64,on-time,amd,cok
2002-04-25,brandi,miller,4,136,34,102,delayed,ccu,goi
2002-04-26,diane,carr,6,284,138,146,delayed,ccu,del
2002-04-27,stephanie,alexander,7,173,142,31,delayed,del,cok
2002-04-28,patricia,jackson,7,229,60,169,delayed,blr,ccu
2002-04-29,luis,robinson,7,155,143,12,on-time,trv,hyd
2002-04-30,james,brown,4,207,34,173,on-time,goi,trv
2002-05-01,jon,west,7,134,57,77,on-time,trv,del
2002-05-02,ashley,stone,7,170,82,88,on-time,ccu,maa
2002-05-03,adam,berry,9,258,73,185,on-time,amd,del
2002-05-04,kristen,barker,9,266,110,156,on-time,del,maa
2002-05-05,stephanie,simon,8,85,38,47,delayed,cok,del
2002-05-06,randy,schmidt,6,215,173,42,on-time,bom,trv
2002-05-07,jason,smith,7,224,215,9,on-time,del,cok
2002-05-08,hector,stephens,7,102,53,49,delayed,bom,cok
2002-05-09,stacy,whitaker,5,197,33,164,on-time,ccu,blr
2002-05-10,aaron,hall,8,264,187,77,delayed,trv,goi
2002-05-11,cassandra,stewart,5,175,60,115,delayed,amd,maa
2002-05-12,kevin,lucas,5,247,235,12,delayed,cok,bom
2002-05-13,judy,martinez,7,238,31,207,on-time,hyd,maa
2002-05-14,amanda,carter,5,153,105,48,on-time,blr,del
2002-05-15,samantha,fleming,5,233,208,25,delayed,bom,hyd
2002-05-16,kelly,morris,6,127,117,10,delayed,bom,maa
2002-05-17,andrea,mitchell,6,248,174,74,on-time,cok,del
2002-05-18,ruth,livingston,7,203,75,128,delayed,trv,maa
2002-05-19,erin,rodriguez,8,162,78,84,delayed,maa,hyd
2002-05-20,manuel,orozco,8,185,71,114,on-time,ccu,trv
2002-05-21,theresa,freeman,8,240,228,12,on-time,ccu,del
2002-05-22,christopher,durham,9,87,80,7,delayed,cok,trv
2002-05-23,haley,wilson,4,156,90,66,delayed,amd,cok
2002-05-24,nicole,hill,9,119,114,5,delayed,bom,amd
2002-05-25,mary,hill,9,185,178,7,delayed,bom,cok
2002-05-26,john,wells,9,267,94,173,delayed,goi,bom
2002-05-27,maria,nguyen,6,50,36,14,on-time,del,blr
2002-05-28,anne,johnson,7,63,39,24,on-time,hyd,del
2002-05-29,amanda,thomas,7,275,42,233,delayed,del,trv
2002-05-30,jack,rocha,9,188,38,150,delayed,cok,blr
2002-05-31,robert,hayes,7,88,63,25,delayed,trv,amd
2002-06-01,kirsten,davis,8,94,67,27,on-time,goi,maa
2002-06-02,jeremy,anderson,4,219,34,185,on-time,blr,trv
2002-06-03,katherine,butler,8,218,178,40,on-time,trv,blr
2002-06-04,erica,norris,9,215,149,66,on-time,bom,blr
2002-06-05,kevin,schroeder,7,188,30,158,on-time,trv,bom
2002-06-06,kenneth,henderson,9,203,128,75,delayed,blr,goi
2002-06-07,sarah,brown,7,150,46,104,delayed,goi,del
2002-06-08,robert,hart,8,84,83,1,delayed,ccu,bom
2002-06-09,brett,atkinson,7,64,41,23,on-time,ccu,maa
2002-06-10,erin,hess,6,118,57,61,on-time,trv,amd
2002-06-11,rachel,martin,9,216,77,139,on-time,maa,trv
2002-06-12,stephanie,clark,9,260,254,6,on-time,del,blr
2002-06-13,wendy,clayton,5,52,39,13,delayed,hyd,blr
2002-06-14,richard,carson,9,274,125,149,delayed,amd,del
2002-06-15,harold,dickerson,8,73,39,34,delayed,cok,maa
2002-06-16,ann,watson,5,52,35,17,on-time,trv,cok
2002-06-17,laura,christensen,7,260,238,22,delayed,ccu,cok
2002-06-18,gabrielle,mahoney,9,244,144,100,delayed,blr,maa
2002-06-19,jacqueline,mitchell,5,146,70,76,delayed,hyd,del
2002-06-20,nancy,reed,6,140,58,82,on-time,hyd,trv
2002-06-21,christopher,jennings,4,229,166,63,on-time,maa,hyd
2002-06-22,lisa,george,9,54,37,17,on-time,hyd,trv
2002-06-23,samantha,alexander,8,87,37,50,on-time,trv,cok
2002-06-24,danielle,baker,7,113,96,17,on-time,hyd,cok
2002-06-25,abigail,serrano,7,88,42,46,delayed,ccu,cok
2002-06-26,kevin,holloway,4,147,81,66,on-time,trv,goi
2002-06-27,christopher,obrien,7,122,104,18,delayed,blr,amd
2002-06-28,christopher,henry,8,129,102,27,on-time,blr,ccu
2002-06-29,denise,henderson,9,62,46,16,delayed,trv,goi
2002-06-30,javier,lozano,7,97,51,46,on-time,trv,blr
2002-07-01,lisa,arnold,4,148,83,65,on-time,bom,goi
2002-07-02,marie,mendoza,8,199,134,65,delayed,ccu,amd
2002-07-03,juan,howard,7,206,181,25,delayed,trv,goi
2002-07-04,jonathan,walters,5,105,71,34,on-time,amd,trv
2002-07-05,robin,johnson,8,168,156,12,on-time,trv,blr
2002-07-06,daniel,walker,6,284,229,55,on-time,del,maa
2002-07-07,gabriel,kramer,4,113,62,51,delayed,del,trv
2002-07-08,deanna,fischer,6,279,185,94,delayed,bom,amd
2002-07-09,charles,wells,5,204,165,39,delayed,trv,bom
2002-07-10,brandy,mitchell,5,82,55,27,delayed,del,bom
2002-07-11,daisy,esparza,4,124,68,56,delayed,cok,amd
2002-07-12,olivia,buckley,5,265,187,78,delayed,hyd,ccu
2002-07-13,tony,hardy,4,272,102,170,delayed,ccu,maa
2002-07-14,richard,mitchell,4,54,36,18,on-time,maa,blr
2002-07-15,tonya,hardy,9,265,169,96,on-time,blr,del
2002-07-16,kathleen,mann,8,206,168,38,on-time,maa,cok
2002-07-17,megan,lopez,6,90,77,13,delayed,hyd,del
2002-07-18,lydia,king,6,208,196,12,delayed,del,trv
2002-07-19,melissa,martinez,5,109,73,36,delayed,del,goi
2002-07-20,jennifer,mitchell,7,159,56,103,on-time,goi,amd
2002-07-21,briana,cobb,5,284,270,14,delayed,maa,cok
2002-07-22,james,wilson,8,83,30,53,delayed,cok,maa
2002-07-23,gabriel,moreno,5,210,30,180,on-time,trv,amd
2002-07-24,christopher,sosa,7,75,63,12,on-time,trv,maa
2002-07-25,ian,guerra,7,89,78,11,on-time,del,maa
2002-07-26,ronald,solis,5,253,108,145,on-time,hyd,bom
2002-07-27,todd,rodriguez,9,91,50,41,delayed,bom,hyd
2002-07-28,christopher,thompson,7,219,188,31,on-time,amd,bom
2002-07-29,jacqueline,franklin,4,63,61,2,on-time,cok,ccu
2002-07-30,charles,sims,9,93,39,54,on-time,maa,del
2002-07-31,crystal,burns,5,157,52,105,delayed,del,ccu
2002-08-01,michael,mccoy,9,135,109,26,delayed,trv,ccu
2002-08-02,emily,mccormick,8,173,79,94,delayed,cok,del
2002-08-03,christopher,ruiz,5,126,123,3,delayed,hyd,maa
2002-08-04,cristian,gallagher,6,266,144,122,on-time,goi,del
2002-08-05,alicia,ward,6,176,140,36,delayed,cok,trv
2002-08-06,allison,harris,7,271,62,209,delayed,maa,bom
2002-08-07,kevin,davis,4,227,150,77,on-time,maa,bom
2002-08-08,sabrina,dixon,8,68,60,8,delayed,goi,maa
2002-08-09,jeremy,jones,4,173,91,82,delayed,goi,maa
2002-08-10,joshua,thomas,4,118,75,43,on-time,ccu,maa
2002-08-11,diana,stewart,4,204,48,156,on-time,goi,del
2002-08-12,michelle,cooke,6,138,99,39,delayed,bom,amd
2002-08-13,theresa,brewer,7,116,64,52,on-time,maa,ccu
2002-08-14,rhonda,norton,8,220,59,161,on-time,del,goi
2002-08-15,jennifer,murray,7,50,31,19,on-time,del,hyd
2002-08-16,bruce,martin,4,233,109,124,on-time,hyd,bom
2002-08-17,amanda,jones,8,120,32,88,delayed,trv,goi
2002-08-18,jamie,roach,5,95,40,55,delayed,ccu,cok
2002-08-19,jack,daniels,7,246,71,175,delayed,ccu,trv
2002-08-20,john,jimenez,6,284,240,44,on-time,hyd,del
2002-08-21,gregory,walsh,9,163,33,130,delayed,amd,maa
2002-08-22,tony,wilkinson,5,205,116,89,delayed,amd,hyd
2002-08-23,jennifer,hawkins,9,161,82,79,delayed,ccu,amd
2002-08-24,brett,hernandez,9,156,46,110,delayed,del,hyd
2002-08-25,linda,todd,8,169,106,63,on-time,del,trv
2002-08-26,scott,sparks,8,280,43,237,on-time,cok,del
2002-08-27,brian,dixon,8,234,184,50,on-time,del,ccu
2002-08-28,jessica,nichols,4,300,90,210,delayed,goi,hyd
2002-08-29,samuel,lozano,5,70,35,35,delayed,blr,cok
2002-08-30,aaron,lopez,7,75,36,39,on-time,goi,hyd
2002-08-31,richard,davila,8,136,101,35,delayed,maa,blr
2002-09-01,sarah,stout,7,111,53,58,delayed,bom,cok
2002-09-02,carlos,holt,4,125,88,37,delayed,blr,del
2002-09-03,stanley,villarreal,6,107,106,1,on-time,del,goi
2002-09-04,brianna,miller,7,293,169,124,on-time,hyd,maa
2002-09-05,mary,cervantes,7,235,208,27,delayed,goi,blr
2002-09-06,donna,wallace,9,279,80,199,delayed,cok,bom
2002-09-07,thomas,keith,6,149,125,24,delayed,trv,maa
2002-09-08,brenda,ortiz,9,112,103,9,on-time,amd,goi
2002-09-09,april,valdez,7,154,46,108,on-time,blr,hyd
2002-09-10,michelle,henry,6,229,224,5,on-time,del,amd
2002-09-11,stephen,wilson,5,299,36,263,delayed,amd,bom
2002-09-12,amanda,powell,9,186,107,79,delayed,blr,amd
2002-09-13,sarah,mendez,7,258,172,86,on-time,del,hyd
2002-09-14,andrew,long,7,182,132,50,delayed,maa,del
2002-09-15,olivia,lewis,7,110,35,75,on-time,amd,ccu
2002-09-16,lisa,bryant,7,262,32,230,on-time,del,ccu
2002-09-17,william,james,9,185,52,133,on-time,hyd,del
2002-09-18,lauren,berger,8,189,180,9,delayed,del,hyd
2002-09-19,terri,miller,8,61,37,24,delayed,del,hyd
2002-09-20,robert,woodard,9,57,34,23,on-time,blr,del
2002-09-21,charles,romero,8,117,73,44,delayed,ccu,goi
2002-09-22,tara,james,6,195,149,46,on-time,ccu,bom
2002-09-23,shawn,phillips,8,216,77,139,on-time,del,bom
2002-09-24,robert,thomas,8,233,166,67,on-time,del,ccu
2002-09-25,joshua,santos,7,139,134,5,on-time,hyd,amd
2002-09-26,kristie,richards,6,257,99,158,delayed,del,amd
2002-09-27,shannon,white,6,241,172,69,on-time,hyd,amd
2002-09-28,alison,stevenson,5,181,53,128,delayed,goi,del
2002-09-29,sara,miller,9,193,60,133,on-time,maa,amd
2002-09-30,zachary,jones,8,104,66,38,on-time,maa,cok
2002-10-01,susan,williams,7,90,85,5,delayed,trv,maa
2002-10-02,ashley,kennedy,5,81,61,20,on-time,del,amd
2002-10-03,kelly,wu,9,154,78,76,delayed,ccu,cok
2002-10-04,veronica,mcconnell,4,257,137,120,delayed,hyd,trv
2002-10-05,drew,levine,7,57,44,13,delayed,hyd,goi
2002-10-06,marco,white,9,89,78,11,on-time,amd,del
2002-10-07,jeremy,blake,5,100,75,25,delayed,maa,trv
2002-10-08,bill,mcdonald,6,56,32,24,on-time,ccu,del
2002-10-09,crystal,wood,4,162,88,74,delayed,amd,goi
2002-10-10,erica,thompson,4,130,84,46,delayed,maa,trv
2002-10-11,patrick,salazar,7,196,45,151,on-time,blr,ccu
2002-10-12,erika,cowan,6,127,39,88,delayed,ccu,amd
2002-10-13,scott,watson,6,163,97,66,delayed,amd,hyd
2002-10-14,benjamin,pineda,9,240,123,117,delayed,bom,amd
2002-10-15,todd,kelley,9,290,269,21,delayed,maa,goi
2002-10-16,lisa,chavez,4,196,50,146,on-time,amd,hyd
2002-10-17,sean,ward,9,153,104,49,delayed,amd,maa
2002-10-18,courtney,padilla,7,276,61,215,delayed,ccu,amd
2002-10-19,scott,davidson,9,205,156,49,on-time,goi,cok
2002-10-20,bill,velazquez,7,190,31,159,on-time,cok,del
2002-10-21,james,kaiser,5,298,154,144,on-time,cok,bom
2002-10-22,richard,warner,8,117,61,56,delayed,bom,ccu
2002-10-23,joshua,cervantes,5,56,49,7,on-time,amd,goi
2002-10-24,abigail,arias,5,105,54,51,delayed,trv,cok
2002-10-25,meghan,gonzalez,5,251,204,47,delayed,ccu,cok
2002-10-26,brendan,perkins,6,116,35,81,delayed,goi,blr
2002-10-27,monica,rodriguez,6,111,50,61,on-time,cok,amd
2002-10-28,travis,maynard,8,270,181,89,delayed,hyd,blr
2002-10-29,laura,duncan,7,171,90,81,delayed,ccu,trv
2002-10-30,roberto,garza,6,216,66,150,delayed,blr,hyd
2002-10-31,allison,nash,9,96,32,64,delayed,hyd,del
2002-11-01,james,nichols,4,158,78,80,delayed,blr,trv
2002-11-02,ronald,perez,6,125,47,78,delayed,hyd,goi
2002-11-03,stephen,gonzalez,9,68,68,0,delayed,trv,del
2002-11-04,bridget,aguirre,9,173,114,59,on-time,bom,amd
2002-11-05,ryan,schwartz,6,226,117,109,delayed,amd,del
2002-11-06,vanessa,jackson,7,132,85,47,delayed,ccu,trv
2002-11-07,kimberly,jones,5,81,31,50,delayed,amd,hyd
2002-11-08,kimberly,jones,5,104,49,55,delayed,amd,blr
2002-11-09,jennifer,smith,5,176,145,31,on-time,cok,ccu
2002-11-10,selena,larson,5,290,68,222,on-time,goi,del
2002-11-11,joseph,jones,7,152,148,4,on-time,cok,del
2002-11-12,michele,davis,7,50,36,14,on-time,del,hyd
2002-11-13,teresa,richmond,7,254,38,216,on-time,trv,maa
2002-11-14,joshua,bush,5,209,158,51,on-time,blr,maa
2002-11-15,christopher,gibson,4,236,39,197,on-time,hyd,del
2002-11-16,kim,beasley,5,279,156,123,on-time,del,cok
2002-11-17,tiffany,garcia,7,250,224,26,on-time,goi,blr
2002-11-18,kristine,ortiz,7,166,137,29,delayed,maa,del
2002-11-19,james,chang,7,262,70,192,delayed,del,hyd
2002-11-20,amber,casey,9,153,54,99,on-time,amd,hyd
2002-11-21,paul,wise,7,236,48,188,on-time,trv,cok
2002-11-22,tammy,roy,6,130,106,24,on-time,trv,ccu
2002-11-23,christian,hodges,4,183,85,98,on-time,trv,goi
2002-11-24,kathryn,mitchell,9,121,106,15,delayed,hyd,trv
2002-11-25,anthony,black,7,58,48,10,on-time,maa,del
2002-11-26,mercedes,ward,6,202,199,3,delayed,blr,cok
2002-11-27,sheila,saunders,7,125,57,68,delayed,blr,hyd
2002-11-28,heather,davis,8,115,78,37,delayed,blr,bom
2002-11-29,thomas,taylor,5,233,170,63,delayed,bom,amd
2002-11-30,gregg,duncan,8,123,101,22,on-time,ccu,maa
2002-12-01,megan,carpenter,4,51,32,19,delayed,cok,amd
2002-12-02,alyssa,cox,9,228,71,157,delayed,ccu,trv
2002-12-03,ann,sexton,9,284,107,177,on-time,hyd,blr
2002-12-04,michele,palmer,9,91,51,40,on-time,cok,trv
2002-12-05,laurie,morris,9,175,46,129,delayed,blr,hyd
2002-12-06,brent,harper,7,184,169,15,on-time,del,amd
2002-12-07,ashley,andrews,9,189,104,85,delayed,amd,trv
2002-12-08,kelly,brown,4,148,119,29,delayed,ccu,maa
2002-12-09,ashley,hart,8,214,124,90,on-time,hyd,goi
2002-12-10,barbara,nicholson,9,300,168,132,on-time,del,amd
2002-12-11,heather,wolf,8,159,143,16,on-time,trv,amd
2002-12-12,jenny,lopez,5,276,203,73,delayed,del,goi
2002-12-13,sharon,gaines,5,101,80,21,delayed,del,trv
2002-12-14,justin,taylor,4,196,66,130,on-time,bom,cok
2002-12-15,tina,le,7,83,30,53,delayed,amd,maa
2002-12-16,heather,spencer,6,280,111,169,on-time,goi,amd
2002-12-17,elizabeth,mcmahon,6,134,93,41,on-time,maa,amd
2002-12-18,michelle,spence,6,277,156,121,on-time,bom,ccu
