date,firstname,lastname,flyinghours,numberofpassengers,ticketsold,seatsvacant,delaystatus,flightsource,flightdestination
2008-07-11,erin,roberts,8,262,255,7,on-time,amd,bom
2008-07-12,ian,garcia,7,284,169,115,delayed,bom,del
2008-07-13,melissa,mclaughlin,5,124,48,76,delayed,ccu,maa
2008-07-14,debra,andrews,8,279,220,59,on-time,hyd,trv
2008-07-15,james,knight,6,277,69,208,delayed,ccu,amd
2008-07-16,evan,benjamin,5,69,57,12,delayed,cok,bom
2008-07-17,michael,mcdonald,7,264,181,83,delayed,ccu,trv
2008-07-18,kevin,davis,7,65,35,30,on-time,cok,bom
2008-07-19,kelsey,williams,9,276,52,224,on-time,bom,hyd
2008-07-20,elizabeth,fields,5,250,210,40,delayed,trv,hyd
2008-07-21,alexander,montoya,4,84,49,35,on-time,del,ccu
2008-07-22,victoria,silva,8,192,52,140,on-time,bom,blr
2008-07-23,richard,brown,5,265,166,99,on-time,hyd,amd
2008-07-24,linda,lee,5,282,154,128,delayed,trv,ccu
2008-07-25,peter,smith,7,171,160,11,on-time,cok,amd
2008-07-26,christina,farrell,6,270,139,131,delayed,trv,bom
2008-07-27,raymond,olson,5,191,50,141,delayed,cok,hyd
2008-07-28,dennis,moran,8,298,86,212,on-time,bom,maa
2008-07-29,bryce,short,5,113,112,1,delayed,bom,amd
2008-07-30,elizabeth,dixon,6,274,42,232,delayed,ccu,bom
2008-07-31,shane,young,6,105,72,33,delayed,amd,cok
2008-08-01,stephanie,moon,9,97,79,18,delayed,amd,trv
2008-08-02,michael,allen,6,258,118,140,on-time,blr,amd
2008-08-03,christopher,miller,5,243,197,46,on-time,hyd,bom
2008-08-04,kim,mills,4,85,70,15,on-time,hyd,goi
2008-08-05,teresa,conrad,9,257,46,211,on-time,trv,goi
2008-08-06,kristen,martinez,8,230,187,43,on-time,goi,trv
2008-08-07,kelly,spears,6,159,129,30,on-time,goi,ccu
2008-08-08,sierra,thomas,4,57,41,16,delayed,trv,maa
2008-08-09,donna,jones,7,165,119,46,on-time,ccu,amd
2008-08-10,frank,thompson,6,249,159,90,on-time,blr,ccu
2008-08-11,derrick,ali,7,213,52,161,on-time,blr,cok
2008-08-12,tyrone,robbins,7,84,78,6,on-time,amd,maa
2008-08-13,james,bauer,4,116,78,38,delayed,cok,del
2008-08-14,lisa,oconnell,9,60,32,28,on-time,hyd,bom
2008-08-15,cynthia,ferguson,5,51,42,9,on-time,blr,maa
2008-08-16,christina,harding,4,251,209,42,on-time,bom,del
2008-08-17,sherry,matthews,4,297,240,57,on-time,goi,del
2008-08-18,sharon,meyer,9,119,42,77,on-time,blr,trv
2008-08-19,ronald,barr,5,51,45,6,on-time,blr,hyd
2008-08-20,jennifer,woodward,8,234,58,176,delayed,maa,blr
2008-08-21,ashley,sweeney,5,108,48,60,delayed,blr,ccu
2008-08-22,steven,gay,8,89,48,41,delayed,goi,hyd
2008-08-23,robert,young,7,133,49,84,delayed,maa,hyd
2008-08-24,jorge,wheeler,4,50,38,12,delayed,del,trv
2008-08-25,adam,dalton,6,165,59,106,delayed,maa,bom
2008-08-26,elizabeth,marquez,9,79,45,34,on-time,del,amd
2008-08-27,karen,jennings,5,131,129,2,on-time,blr,ccu
2008-08-28,brian,gray,9,185,181,4,delayed,del,cok
2008-08-29,robert,holmes,6,80,70,10,on-time,cok,trv
2008-08-30,cassie,medina,4,203,148,55,delayed,del,ccu
2008-08-31,charles,sandoval,8,54,32,22,delayed,hyd,bom
2008-09-01,kaitlyn,conway,8,123,121,2,on-time,ccu,maa
2008-09-02,mark,graham,4,206,115,91,delayed,goi,bom
2008-09-03,john,clark,9,117,66,51,on-time,goi,amd
2008-09-04,sabrina,mcpherson,7,123,123,0,delayed,goi,del
2008-09-05,nicole,gibson,5,71,71,0,delayed,del,cok
2008-09-06,tim,bullock,5,243,118,125,on-time,goi,del
2008-09-07,brian,lopez,9,108,89,19,delayed,blr,bom
2008-09-08,anne,wells,5,260,199,61,on-time,hyd,ccu
2008-09-09,sydney,robinson,9,153,106,47,delayed,maa,amd
2008-09-10,carolyn,baker,8,132,74,58,on-time,maa,hyd
2008-09-11,diane,martin,9,246,35,211,on-time,blr,del
2008-09-12,david,long,7,204,140,64,delayed,hyd,amd
2008-09-13,kristina,green,5,183,169,14,on-time,del,cok
2008-09-14,mark,trujillo,4,236,42,194,on-time,maa,cok
2008-09-15,william,smith,7,111,59,52,on-time,hyd,amd
2008-09-16,katrina,fields,7,278,41,237,delayed,amd,maa
2008-09-17,matthew,gutierrez,5,163,136,27,delayed,ccu,cok
2008-09-18,sarah,gamble,9,193,47,146,on-time,trv,goi
2008-09-19,ricky,gibbs,4,85,52,33,delayed,del,trv
2008-09-20,pamela,rodriguez,6,99,91,8,on-time,trv,blr
2008-09-21,justin,watkins,9,206,131,75,on-time,hyd,maa
2008-09-22,kevin,walton,7,248,244,4,on-time,blr,amd
2008-09-23,richard,hunt,4,186,102,84,delayed,ccu,blr
2008-09-24,brittney,bishop,6,94,57,37,on-time,goi,del
2008-09-25,rebecca,fitzgerald,4,120,40,80,on-time,blr,maa
2008-09-26,matthew,smith,4,234,114,120,on-time,ccu,cok
2008-09-27,sandra,taylor,8,77,50,27,on-time,maa,goi
2008-09-28,molly,lee,6,266,179,87,delayed,amd,blr
2008-09-29,rachel,smith,7,194,126,68,delayed,blr,maa
2008-09-30,cheryl,mendoza,5,144,87,57,delayed,ccu,hyd
2008-10-01,marvin,vazquez,5,218,66,152,on-time,trv,hyd
2008-10-02,david,eaton,6,96,58,38,delayed,maa,trv
2008-10-03,james,roach,5,184,129,55,delayed,del,maa
2008-10-04,mary,reed,4,283,242,41,delayed,trv,amd
2008-10-05,andrew,aguilar,7,97,41,56,on-time,blr,bom
2008-10-06,jeffrey,alexander,7,125,50,75,delayed,blr,del
2008-10-07,jesse,gray,6,72,56,16,on-time,goi,blr
2008-10-08,kimberly,martinez,4,141,117,24,delayed,trv,blr
2008-10-09,sarah,rivera,7,147,107,40,delayed,cok,del
2008-10-10,sherry,bruce,7,106,46,60,on-time,del,hyd
2008-10-11,kathleen,colon,4,264,89,175,delayed,goi,del
2008-10-12,robert,clark,6,186,121,65,delayed,blr,ccu
2008-10-13,jennifer,clark,4,157,54,103,delayed,bom,hyd
2008-10-14,jessica,brown,9,112,57,55,on-time,trv,ccu
2008-10-15,randall,lewis,7,204,154,50,delayed,trv,del
2008-10-16,heather,salazar,4,64,31,33,delayed,trv,maa
2008-10-17,david,ali,7,75,54,21,delayed,blr,amd
2008-10-18,christopher,reed,7,233,213,20,on-time,cok,bom
2008-10-19,john,perkins,8,239,124,115,on-time,trv,hyd
2008-10-20,nancy,brown,4,236,145,91,delayed,ccu,del
2008-10-21,jason,hill,6,253,229,24,on-time,ccu,blr
2008-10-22,robert,reid,9,109,40,69,on-time,cok,goi
2008-10-23,susan,blankenship,8,246,49,197,on-time,maa,cok
2008-10-24,natasha,gallagher,6,162,103,59,delayed,cok,del
2008-10-25,christopher,young,9,80,69,11,on-time,maa,ccu
2008-10-26,julie,love,9,207,56,151,delayed,cok,goi
2008-10-27,brian,brooks,7,298,245,53,on-time,maa,del
2008-10-28,amanda,evans,6,95,90,5,on-time,bom,ccu
2008-10-29,mason,harvey,4,250,177,73,delayed,goi,bom
2008-10-30,todd,williams,9,215,112,103,on-time,goi,del
2008-10-31,michael,wilson,7,219,48,171,delayed,blr,ccu
2008-11-01,charles,flores,5,67,37,30,on-time,cok,trv
2008-11-02,julie,barr,9,287,256,31,delayed,amd,goi
2008-11-03,francis,hernandez,9,159,82,77,on-time,ccu,blr
2008-11-04,kelly,wilkerson,5,100,92,8,delayed,goi,maa
2008-11-05,amy,brown,8,89,34,55,delayed,amd,trv
2008-11-06,debra,ramirez,9,122,112,10,on-time,amd,ccu
2008-11-07,timothy,miller,7,71,35,36,on-time,blr,maa
2008-11-08,jasmine,eaton,5,55,31,24,delayed,ccu,goi
2008-11-09,amber,richards,6,247,92,155,delayed,ccu,bom
2008-11-10,diane,wagner,5,86,46,40,on-time,maa,trv
2008-11-11,faith,roberson,7,147,108,39,delayed,blr,goi
2008-11-12,justin,ramirez,8,232,96,136,delayed,cok,trv
2008-11-13,heidi,beard,5,255,204,51,on-time,amd,maa
2008-11-14,heather,sanchez,8,68,51,17,delayed,goi,blr
2008-11-15,meagan,crawford,4,74,36,38,on-time,del,cok
2008-11-16,justin,hardy,6,91,74,17,on-time,amd,hyd
2008-11-17,robert,knight,5,160,143,17,delayed,maa,bom
2008-11-18,christine,hernandez,5,174,76,98,on-time,maa,amd
2008-11-19,david,smith,5,296,157,139,on-time,maa,cok
2008-11-20,susan,banks,6,288,227,61,on-time,amd,hyd
2008-11-21,scott,bailey,8,162,160,2,on-time,trv,amd
2008-11-22,robin,parker,5,92,47,45,on-time,maa,bom
2008-11-23,stefanie,lopez,4,128,82,46,delayed,maa,del
2008-11-24,lauren,bray,7,198,63,135,on-time,maa,cok
2008-11-25,nicole,nichols,8,287,200,87,delayed,blr,del
2008-11-26,brenda,williams,7,246,62,184,on-time,amd,goi
2008-11-27,luis,lee,5,202,89,113,on-time,del,goi
2008-11-28,robert,smith,8,249,85,164,on-time,hyd,blr
2008-11-29,gregory,davis,4,83,66,17,delayed,hyd,cok
2008-11-30,heather,robles,9,145,145,0,delayed,blr,ccu
2008-12-01,april,wilson,5,124,93,31,on-time,goi,del
2008-12-02,scott,thomas,6,283,118,165,on-time,trv,cok
2008-12-03,alexandria,mcneil,5,145,44,101,on-time,del,goi
2008-12-04,michael,walker,4,102,59,43,delayed,bom,maa
2008-12-05,jessica,moore,7,192,66,126,delayed,ccu,goi
2008-12-06,grant,anderson,9,237,69,168,delayed,trv,hyd
2008-12-07,jeffrey,peterson,6,66,55,11,on-time,amd,goi
2008-12-08,caitlyn,mitchell,4,151,55,96,on-time,ccu,blr
2008-12-09,larry,jones,8,159,81,78,delayed,bom,blr
2008-12-10,yvonne,cruz,5,276,233,43,delayed,del,bom
2008-12-11,zachary,scott,9,223,162,61,on-time,goi,hyd
2008-12-12,shawn,cooper,5,149,134,15,on-time,goi,ccu
2008-12-13,james,castillo,5,242,84,158,on-time,cok,amd
2008-12-14,jacqueline,young,4,292,290,2,delayed,goi,amd
2008-12-15,ethan,ewing,7,235,219,16,delayed,ccu,cok
2008-12-16,dalton,rice,4,268,115,153,on-time,trv,hyd
2008-12-17,christina,flores,7,274,264,10,delayed,del,trv
2008-12-18,brian,fernandez,6,284,137,147,on-time,trv,del
2008-12-19,ross,mcknight,4,271,78,193,delayed,hyd,amd
2008-12-20,pamela,may,4,282,174,108,delayed,maa,del
2008-12-21,lindsay,williams,9,298,30,268,delayed,bom,amd
2008-12-22,maria,thomas,6,150,44,106,on-time,maa,trv
2008-12-23,william,adams,9,226,211,15,delayed,goi,del
2008-12-24,tyler,ramirez,5,293,290,3,delayed,hyd,maa
2008-12-25,robert,barajas,9,67,33,34,on-time,del,maa
2008-12-26,jeffrey,pennington,5,66,52,14,on-time,amd,trv
2008-12-27,sylvia,thornton,6,69,43,26,on-time,ccu,trv
2008-12-28,justin,gomez,9,217,56,161,on-time,goi,ccu
2008-12-29,bryan,estrada,7,129,88,41,on-time,maa,trv
2008-12-30,austin,chen,4,100,35,65,delayed,bom,cok
2008-12-31,christina,patterson,8,288,192,96,on-time,hyd,goi
2009-01-01,david,kane,4,174,145,29,on-time,del,blr
2009-01-02,ryan,saunders,8,59,34,25,on-time,bom,cok
2009-01-03,sandra,ramsey,8,184,173,11,delayed,cok,bom
2009-01-04,alyssa,williams,7,73,36,37,on-time,goi,amd
2009-01-05,kenneth,jones,7,254,162,92,on-time,bom,blr
2009-01-06,cheryl,white,8,196,150,46,on-time,cok,maa
2009-01-07,sarah,chapman,8,238,212,26,delayed,ccu,blr
2009-01-08,amanda,johnson,7,66,60,6,delayed,maa,del
2009-01-09,harry,roach,6,298,136,162,on-time,ccu,maa
2009-01-10,ronald,dodson,6,214,168,46,delayed,trv,maa
2009-01-11,luis,jones,7,133,86,47,delayed,goi,maa
2009-01-12,samantha,luna,5,143,60,83,delayed,trv,goi
2009-01-13,kaitlin,york,5,122,50,72,on-time,amd,blr
2009-01-14,haley,lopez,4,169,153,16,on-time,goi,del
2009-01-15,joann,gray,4,224,114,110,on-time,amd,cok
2009-01-16,nathan,murphy,8,174,83,91,delayed,ccu,del
2009-01-17,eric,james,5,251,161,90,on-time,ccu,blr
2009-01-18,justin,powell,7,95,91,4,on-time,amd,trv
2009-01-19,michelle,gonzalez,9,106,62,44,on-time,bom,amd
2009-01-20,joseph,brown,9,231,45,186,delayed,maa,blr
2009-01-21,dean,velasquez,8,144,68,76,on-time,bom,hyd
2009-01-22,edward,perez,4,255,169,86,on-time,ccu,del
2009-01-23,gabriel,boyle,8,284,174,110,on-time,blr,del
2009-01-24,luis,smith,9,166,87,79,delayed,cok,goi
2009-01-25,rebecca,lynch,7,166,59,107,delayed,goi,hyd
2009-01-26,tammy,green,5,131,46,85,on-time,goi,amd
2009-01-27,william,larson,5,50,49,1,delayed,del,goi
2009-01-28,melissa,brooks,4,87,34,53,delayed,blr,maa
2009-01-29,diane,stewart,5,99,67,32,on-time,cok,ccu
2009-01-30,david,branch,9,296,56,240,on-time,cok,goi
2009-01-31,whitney,hamilton,7,74,69,5,on-time,bom,goi
2009-02-01,albert,johnson,4,146,76,70,on-time,maa,cok
2009-02-02,robert,richards,7,247,146,101,on-time,hyd,del
2009-02-03,ashley,shepherd,8,206,204,2,on-time,goi,ccu
2009-02-04,carrie,jordan,5,123,64,59,delayed,del,amd
2009-02-05,nancy,smith,5,91,89,2,on-time,blr,cok
2009-02-06,lisa,thompson,9,232,123,109,delayed,cok,ccu
2009-02-07,amanda,ochoa,9,96,46,50,delayed,trv,bom
2009-02-08,paul,harris,6,112,109,3,delayed,cok,del
2009-02-09,kristin,smith,6,227,102,125,on-time,ccu,cok
2009-02-10,sarah,smith,4,245,59,186,on-time,cok,bom
2009-02-11,brandon,sloan,4,282,271,11,on-time,del,blr
2009-02-12,angelica,allen,4,67,55,12,delayed,amd,del
2009-02-13,robert,giles,4,179,38,141,delayed,amd,maa
2009-02-14,tracy,phillips,8,196,83,113,on-time,cok,maa
2009-02-15,alyssa,nelson,8,166,82,84,delayed,maa,hyd
2009-02-16,alexis,payne,8,178,82,96,on-time,cok,bom
2009-02-17,annette,jones,8,97,43,54,on-time,trv,amd
2009-02-18,christian,owens,7,195,53,142,on-time,amd,ccu
2009-02-19,geoffrey,martin,9,179,135,44,on-time,hyd,ccu
2009-02-20,wendy,chan,5,55,36,19,delayed,cok,blr
2009-02-21,logan,price,9,154,84,70,on-time,blr,trv
2009-02-22,bradley,robinson,5,129,80,49,on-time,hyd,blr
2009-02-23,crystal,snyder,9,177,62,115,on-time,del,bom
2009-02-24,renee,rodriguez,4,226,218,8,delayed,del,trv
2009-02-25,travis,turner,7,220,42,178,delayed,hyd,cok
2009-02-26,bruce,rivers,4,131,41,90,delayed,goi,maa
2009-02-27,christine,moore,6,103,48,55,on-time,bom,cok
2009-02-28,terri,tate,9,101,37,64,delayed,ccu,amd
2009-03-01,gerald,rhodes,7,266,197,69,delayed,amd,ccu
2009-03-02,bethany,pham,4,72,33,39,delayed,del,bom
2009-03-03,andrea,nelson,8,260,182,78,delayed,bom,trv
2009-03-04,mary,gonzales,7,183,59,124,delayed,hyd,trv
2009-03-05,brian,carroll,4,94,59,35,on-time,hyd,bom
2009-03-06,alicia,mckenzie,6,189,183,6,delayed,trv,del
2009-03-07,jacqueline,haynes,8,239,88,151,delayed,hyd,ccu
2009-03-08,michelle,bruce,9,163,136,27,on-time,bom,hyd
2009-03-09,cindy,sullivan,7,150,51,99,delayed,goi,bom
2009-03-10,scott,khan,5,85,73,12,on-time,goi,bom
2009-03-11,jesse,davis,6,268,251,17,on-time,cok,hyd
2009-03-12,amber,oliver,7,266,30,236,on-time,ccu,bom
2009-03-13,bernard,alexander,4,59,41,18,delayed,ccu,del
2009-03-14,valerie,saunders,8,160,157,3,delayed,trv,cok
2009-03-15,madison,allen,8,178,104,74,delayed,bom,trv
2009-03-16,cheryl,peterson,8,81,77,4,on-time,blr,cok
2009-03-17,hannah,mclean,8,109,90,19,on-time,maa,del
2009-03-18,jennifer,barnes,9,76,55,21,on-time,amd,goi
2009-03-19,brooke,perez,9,271,55,216,on-time,cok,amd
2009-03-20,curtis,owen,5,218,165,53,delayed,amd,ccu
2009-03-21,elizabeth,mendez,7,189,164,25,on-time,del,blr
2009-03-22,kevin,hayden,9,217,131,86,delayed,cok,amd
2009-03-23,joshua,wiley,5,201,70,131,delayed,amd,cok
2009-03-24,brandon,randolph,7,163,161,2,delayed,trv,ccu
2009-03-25,manuel,butler,7,214,131,83,delayed,amd,maa
2009-03-26,melissa,simpson,5,97,30,67,on-time,hyd,ccu
2009-03-27,jason,atkinson,6,194,167,27,delayed,blr,amd
2009-03-28,nicole,johnson,6,209,152,57,on-time,cok,blr
2009-03-29,mary,burns,7,132,107,25,on-time,amd,hyd
2009-03-30,rachel,avery,4,190,78,112,on-time,goi,del
2009-03-31,michael,maxwell,6,57,32,25,on-time,bom,goi
2009-04-01,russell,blanchard,4,278,272,6,on-time,maa,goi
2009-04-02,tara,short,8,199,78,121,delayed,blr,amd
2009-04-03,eric,jackson,7,139,132,7,delayed,goi,trv
2009-04-04,deanna,perez,7,70,37,33,on-time,goi,amd
2009-04-05,michael,johnson,4,64,53,11,delayed,del,ccu
2009-04-06,alejandro,christian,6,119,106,13,delayed,goi,cok
2009-04-07,sara,nash,8,263,257,6,on-time,maa,goi
2009-04-08,robert,guerra,4,210,89,121,delayed,blr,hyd
2009-04-09,lisa,williams,4,81,36,45,delayed,maa,del
2009-04-10,bradley,steele,4,214,159,55,on-time,del,goi
2009-04-11,danielle,thomas,6,93,32,61,on-time,trv,maa
2009-04-12,valerie,walker,5,96,50,46,delayed,ccu,cok
2009-04-13,amanda,briggs,8,103,45,58,delayed,amd,blr
2009-04-14,paul,singh,4,53,45,8,delayed,del,ccu
2009-04-15,sierra,gonzalez,6,251,74,177,on-time,amd,blr
2009-04-16,ashley,howell,6,229,176,53,on-time,maa,ccu
2009-04-17,diane,li,7,291,177,114,delayed,maa,goi
2009-04-18,carolyn,christensen,9,73,71,2,on-time,hyd,cok
2009-04-19,daniel,barron,9,296,218,78,on-time,cok,hyd
2009-04-20,shawna,hampton,4,234,127,107,on-time,ccu,amd
2009-04-21,daniel,kelley,9,127,62,65,on-time,ccu,maa
2009-04-22,erin,hill,6,235,46,189,on-time,amd,cok
2009-04-23,charles,coleman,8,299,244,55,on-time,goi,ccu
2009-04-24,brian,young,9,241,98,143,delayed,hyd,trv
2009-04-25,richard,stevens,9,269,88,181,on-time,goi,amd
2009-04-26,patricia,austin,9,90,84,6,on-time,cok,ccu
2009-04-27,stephen,butler,7,300,230,70,on-time,goi,maa
2009-04-28,danielle,padilla,5,89,31,58,on-time,cok,maa
2009-04-29,jeremy,collins,8,170,31,139,on-time,ccu,blr
2009-04-30,kayla,soto,9,154,128,26,delayed,hyd,maa
2009-05-01,alexander,lane,5,273,216,57,on-time,trv,maa
2009-05-02,shane,roy,8,58,41,17,delayed,hyd,amd
2009-05-03,clayton,grimes,4,142,122,20,delayed,trv,blr
2009-05-04,shannon,turner,8,118,81,37,on-time,blr,del
2009-05-05,stacy,richmond,4,167,80,87,on-time,blr,hyd
2009-05-06,donald,whitney,8,61,59,2,on-time,ccu,goi
2009-05-07,madison,hunter,5,266,181,85,on-time,hyd,amd
2009-05-08,john,swanson,9,210,205,5,delayed,ccu,trv
2009-05-09,joshua,carson,4,66,56,10,delayed,maa,trv
2009-05-10,chelsea,gonzales,6,78,52,26,delayed,blr,del
2009-05-11,katherine,wilson,6,137,32,105,delayed,goi,bom
2009-05-12,eric,may,6,103,73,30,delayed,bom,ccu
2009-05-13,mathew,reese,7,202,97,105,delayed,ccu,goi
2009-05-14,steve,graves,8,269,243,26,on-time,ccu,bom
2009-05-15,scott,burns,9,235,55,180,delayed,blr,hyd
2009-05-16,cindy,miller,9,140,103,37,delayed,hyd,blr
2009-05-17,lauren,rivers,7,141,53,88,on-time,hyd,blr
2009-05-18,angelica,fisher,8,161,127,34,delayed,maa,bom
2009-05-19,angela,hood,9,63,63,0,on-time,cok,ccu
2009-05-20,richard,valdez,8,99,74,25,on-time,hyd,amd
2009-05-21,carly,vargas,4,116,110,6,on-time,del,blr
2009-05-22,krista,salas,8,109,71,38,delayed,bom,goi
2009-05-23,andrew,sheppard,9,280,266,14,on-time,maa,amd
2009-05-24,katherine,moore,6,243,205,38,delayed,cok,del
2009-05-25,christie,torres,7,84,60,24,delayed,goi,bom
2009-05-26,richard,decker,7,166,81,85,delayed,cok,hyd
2009-05-27,todd,jackson,7,74,38,36,delayed,maa,goi
2009-05-28,susan,perry,6,296,246,50,delayed,amd,hyd
2009-05-29,john,villanueva,4,94,84,10,delayed,goi,hyd
2009-05-30,erin,cunningham,8,80,62,18,on-time,amd,blr
2009-05-31,andrea,adams,4,200,189,11,delayed,amd,ccu
2009-06-01,tiffany,hampton,4,204,140,64,delayed,del,hyd
2009-06-02,jeffery,coleman,8,203,116,87,delayed,amd,goi
2009-06-03,matthew,cox,4,129,72,57,delayed,maa,trv
2009-06-04,jessica,robertson,5,284,240,44,delayed,amd,goi
2009-06-05,christian,fields,5,223,55,168,delayed,ccu,maa
2009-06-06,danny,jones,5,261,228,33,delayed,hyd,trv
2009-06-07,jessica,lee,6,267,53,214,on-time,blr,del
2009-06-08,christine,thomas,5,144,107,37,delayed,amd,hyd
2009-06-09,leslie,leonard,6,61,39,22,delayed,ccu,bom
2009-06-10,joshua,gardner,5,115,46,69,on-time,maa,amd
2009-06-11,thomas,rowe,7,146,89,57,delayed,trv,bom
2009-06-12,ryan,martinez,4,233,114,119,on-time,trv,del
2009-06-13,jeremy,fox,9,123,110,13,on-time,ccu,bom
2009-06-14,christine,rice,8,267,211,56,delayed,hyd,ccu
2009-06-15,crystal,levy,7,276,187,89,on-time,ccu,bom
2009-06-16,paula,douglas,4,225,197,28,delayed,trv,cok
2009-06-17,patrick,miller,7,80,73,7,delayed,maa,del
2009-06-18,deanna,perez,7,87,73,14,delayed,cok,blr
2009-06-19,angela,morse,7,281,230,51,on-time,bom,goi
2009-06-20,jennifer,fields,5,269,71,198,delayed,amd,blr
2009-06-21,pamela,mason,9,207,51,156,delayed,goi,cok
2009-06-22,carla,tran,5,259,188,71,delayed,blr,bom
2009-06-23,erica,tran,8,190,93,97,on-time,trv,bom
2009-06-24,dustin,burton,6,163,85,78,on-time,amd,goi
2009-06-25,daniel,osborne,4,247,36,211,on-time,blr,trv
2009-06-26,samantha,lucas,9,165,154,11,delayed,cok,hyd
2009-06-27,patricia,smith,6,267,182,85,delayed,maa,ccu
2009-06-28,madison,davidson,4,115,65,50,on-time,del,bom
2009-06-29,jason,bennett,5,51,34,17,on-time,goi,ccu
2009-06-30,debra,schaefer,8,176,172,4,delayed,ccu,maa
2009-07-01,laura,powell,9,138,37,101,delayed,trv,maa
2009-07-02,angela,robinson,8,152,87,65,on-time,del,hyd
2009-07-03,annette,brown,9,249,42,207,on-time,del,hyd
2009-07-04,vanessa,jacobs,6,154,117,37,on-time,maa,hyd
2009-07-05,stacy,chapman,9,67,64,3,delayed,ccu,cok
2009-07-06,alexandra,russell,8,179,54,125,delayed,bom,hyd
2009-07-07,joanna,jackson,8,220,63,157,on-time,blr,bom
2009-07-08,kelly,meyer,4,273,222,51,on-time,bom,hyd
2009-07-09,holly,lopez,5,121,78,43,delayed,bom,trv
2009-07-10,amanda,barnes,6,90,39,51,delayed,bom,hyd
2009-07-11,eric,whitaker,8,218,170,48,delayed,maa,ccu
2009-07-12,luis,smith,5,58,54,4,delayed,bom,cok
2009-07-13,juan,bates,8,81,76,5,on-time,ccu,cok
2009-07-14,kelli,whitney,4,110,98,12,delayed,cok,ccu
2009-07-15,thomas,diaz,9,147,106,41,delayed,cok,trv
2009-07-16,randy,harrell,8,230,108,122,on-time,amd,goi
2009-07-17,cory,jordan,5,61,32,29,delayed,maa,blr
2009-07-18,timothy,johnson,4,115,42,73,delayed,cok,del
2009-07-19,sharon,scott,7,79,57,22,delayed,hyd,trv
2009-07-20,samantha,lyons,6,273,233,40,delayed,goi,maa
2009-07-21,katherine,baker,4,96,57,39,on-time,del,trv
2009-07-22,justin,schneider,6,70,37,33,delayed,trv,hyd
2009-07-23,crystal,hughes,9,127,76,51,on-time,maa,cok
2009-07-24,adam,tucker,8,170,66,104,on-time,maa,amd
2009-07-25,linda,ward,7,260,59,201,delayed,cok,amd
2009-07-26,dennis,walker,7,70,45,25,on-time,cok,bom
2009-07-27,terry,hoover,9,243,202,41,on-time,blr,cok
2009-07-28,tricia,alexander,5,199,120,79,on-time,bom,ccu
2009-07-29,sarah,rodriguez,9,152,127,25,on-time,cok,trv
2009-07-30,david,arias,5,290,42,248,on-time,maa,goi
2009-07-31,megan,trujillo,5,167,55,112,delayed,goi,trv
2009-08-01,mark,rosales,7,241,103,138,delayed,blr,ccu
2009-08-02,jeffrey,floyd,5,225,197,28,on-time,amd,bom
2009-08-03,catherine,santos,6,126,80,46,on-time,blr,goi
2009-08-04,tracy,trevino,7,102,57,45,delayed,hyd,bom
2009-08-05,peter,evans,4,256,147,109,on-time,bom,maa
2009-08-06,david,ryan,5,210,201,9,delayed,maa,blr
2009-08-07,barry,jones,6,180,88,92,delayed,trv,amd
2009-08-08,joshua,clements,8,238,137,101,delayed,amd,hyd
2009-08-09,kayla,smith,7,56,56,0,on-time,amd,maa
2009-08-10,antonio,owens,7,187,174,13,on-time,trv,goi
2009-08-11,pamela,petersen,7,287,41,246,delayed,amd,trv
2009-08-12,katherine,thomas,8,249,89,160,delayed,del,maa
2009-08-13,doris,johnson,8,106,92,14,delayed,amd,ccu
2009-08-14,allen,briggs,9,265,50,215,on-time,trv,blr
2009-08-15,brian,robinson,9,293,104,189,delayed,blr,goi
2009-08-16,mercedes,cochran,4,148,72,76,delayed,hyd,bom
2009-08-17,austin,miller,4,282,97,185,delayed,amd,blr
2009-08-18,paula,cruz,8,74,35,39,on-time,blr,ccu
2009-08-19,kim,dean,8,90,47,43,on-time,bom,trv
2009-08-20,jasmine,vazquez,5,55,32,23,delayed,cok,amd
2009-08-21,bryce,martinez,9,63,60,3,on-time,cok,trv
2009-08-22,lisa,tran,8,236,232,4,on-time,trv,cok
2009-08-23,lauren,lee,6,198,187,11,on-time,trv,del
2009-08-24,tanya,bean,6,91,89,2,delayed,bom,goi
2009-08-25,allison,king,4,78,47,31,on-time,maa,cok
2009-08-26,melinda,hinton,6,182,54,128,delayed,del,cok
2009-08-27,andrew,benitez,4,176,84,92,on-time,amd,ccu
2009-08-28,patricia,willis,4,154,55,99,delayed,blr,goi
2009-08-29,tyler,davis,6,263,120,143,on-time,blr,cok
2009-08-30,cassandra,webb,4,157,108,49,on-time,ccu,goi
2009-08-31,evan,sims,8,179,48,131,delayed,trv,ccu
2009-09-01,kyle,jackson,8,268,206,62,delayed,amd,trv
2009-09-02,christina,jones,5,228,42,186,delayed,ccu,del
2009-09-03,jeffrey,rodgers,7,69,57,12,on-time,maa,ccu
2009-09-04,jennifer,newman,9,228,73,155,delayed,amd,ccu
2009-09-05,brandon,brewer,9,99,83,16,delayed,ccu,bom
2009-09-06,ashley,schroeder,7,207,164,43,on-time,hyd,del
2009-09-07,stephen,gomez,4,129,118,11,delayed,ccu,goi
2009-09-08,taylor,torres,9,91,68,23,on-time,hyd,amd
2009-09-09,sheila,peterson,8,248,115,133,delayed,maa,cok
2009-09-10,ashley,johnson,5,224,183,41,delayed,blr,goi
2009-09-11,cynthia,york,6,237,85,152,delayed,blr,amd
